date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:16:18	41290/41290	---MCZ	200	added ('OK')	text/css	etag:W/%225ff2943e-a14a%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/css/yolo-timetable.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/css/yolo-timetable.css	(from https://demo.yolotheme.com/giraffe/)
11:16:19	34443/34443	---MCZ	200	added ('OK')	text/css	etag:W/%225ff2943e-868b%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/css/yolo-timetable-schedule.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/css/yolo-timetable-schedule.css	(from https://demo.yolotheme.com/giraffe/)
11:16:19	34399/34399	---MCZ	200	added ('OK')	text/css	etag:W/%225ff2943e-865f%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/vendor/font-awesome/css/v4-shims.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/vendor/font-awesome/css/v4-shims.min.css	(from https://demo.yolotheme.com/giraffe/)
11:16:19	56590/56590	---MCZ	200	added ('OK')	text/css	etag:W/%225ff2943e-dd0e%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/vendor/font-awesome/css/all.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/yolo-timetable/assets/vendor/font-awesome/css/all.min.css	(from https://demo.yolotheme.com/giraffe/)
11:16:19	3812/3812	---MCZ	200	added ('OK')	text/css	etag:W/%225ff2943a-ee4%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/yith-woocommerce-compare/assets/css/colorbox.css?ver=5.6.10	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/yith-woocommerce-compare/assets/css/colorboxdac3.css	(from https://demo.yolotheme.com/giraffe/)
11:16:20	18288/18288	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-4770%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/framework/core/megamenu/assets/css/animate.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/framework/core/megamenu/assets/css/animate.css	(from https://demo.yolotheme.com/giraffe/)
11:16:20	159472/159472	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-26ef0%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/bootstrap/css/bootstrap.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/bootstrap/css/bootstrap.min.css	(from https://demo.yolotheme.com/giraffe/)
11:16:20	9742/9742	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-260e%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/pe-icon-7-stroke/css/styles.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/pe-icon-7-stroke/css/styles.css	(from https://demo.yolotheme.com/giraffe/)
11:16:21	57193/57193	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-df69%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/ionicons/fonts/ionicons.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/ionicons/fonts/ionicons.css	(from https://demo.yolotheme.com/giraffe/)
11:16:21	25237/25237	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-6295%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/elegant-font/css/style.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/elegant-font/css/style.css	(from https://demo.yolotheme.com/giraffe/)
11:16:21	128/128	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-80%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/cac-champagne-font/champagne.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/cac-champagne-font/champagne.css	(from https://demo.yolotheme.com/giraffe/)
11:16:21	19715/19715	---MCZ	200	added ('OK')	text/css	etag:W/%225ff2943d-4d03%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/yolo-giraffe-framework//assets/plugins/prettyPhoto/css/prettyPhoto.min.css?ver=5.6.10	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/yolo-giraffe-framework/assets/plugins/prettyPhoto/css/prettyPhoto.mindac3.css	(from https://demo.yolotheme.com/giraffe/)
11:16:22	9803/9803	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-264b%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/bootstrap-select/css/bootstrap-select.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/bootstrap-select/css/bootstrap-select.min.css	(from https://demo.yolotheme.com/giraffe/)
11:16:22	43127/43127	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-a877%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/customscroll/jquery.mCustomScrollbar.min.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/plugins/customscroll/jquery.mCustomScrollbar.min.css	(from https://demo.yolotheme.com/giraffe/)
11:16:22	703249/703249	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-abb11%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/css/yolo.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/css/yolo.css	(from https://demo.yolotheme.com/giraffe/)
11:16:22	5335/5335	---MCZ	200	added ('OK')	text/css	etag:W/%225f1686d8-14d7%22	https://demo.yolotheme.com/giraffe/wp-content/uploads/yolo-custom-css/custom-style.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/uploads/yolo-custom-css/custom-style.css	(from https://demo.yolotheme.com/giraffe/)
11:16:22	39712/39712	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-9b20%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/vc-extend/css/vc-customize.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/vc-extend/css/vc-customize.css	(from https://demo.yolotheme.com/giraffe/)
11:16:23	736/736	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-2e0%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/style.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/style.css	(from https://demo.yolotheme.com/giraffe/)
11:16:23	98025/98025	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29410-17ee9%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/css/commons.css	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/css/commons.css	(from https://demo.yolotheme.com/giraffe/)
11:16:24	485416/485416	---MCZ	200	added ('OK')	text/css	etag:W/%225ff29438-76828%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.5.0	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/js_composer/assets/css/js_composer.mine6df.css	(from https://demo.yolotheme.com/giraffe/)
11:16:24	287650/287650	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff294f8-463a2%22	https://demo.yolotheme.com/giraffe/wp-includes/js/jquery/jquery.js?ver=3.5.1	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-includes/js/jquery/jquery9d52.js	(from https://demo.yolotheme.com/giraffe/)
11:16:25	25300/25300	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff294f8-62d4%22	https://demo.yolotheme.com/giraffe/wp-includes/js/jquery/jquery-migrate.js?ver=3.3.2	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-includes/js/jquery/jquery-migrated617.js	(from https://demo.yolotheme.com/giraffe/)
11:16:25	119386/119386	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fc5c6f4-1d25a%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.2.23	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/revslider/public/assets/js/rbtools.min3f21.js	(from https://demo.yolotheme.com/giraffe/)
11:16:26	327000/327000	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fc5c6f4-4fd58%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.2.23	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/revslider/public/assets/js/rs6.min3f21.js	(from https://demo.yolotheme.com/giraffe/)
11:16:27	19971/19971	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff29436-4e03%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.js?ver=2.70	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI44fd.js	(from https://demo.yolotheme.com/giraffe/)
11:16:28	5782/5782	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff29436-1696%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.js?ver=4.8.0	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart287d.js	(from https://demo.yolotheme.com/giraffe/)
11:16:28	992/992	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff29438-3e0%22	https://demo.yolotheme.com/giraffe/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.5.0	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-carte6df.js	(from https://demo.yolotheme.com/giraffe/)
11:16:30	104156/104156	---MCZ	200	added ('OK')	application/json	date:Thu,%2015%20Dec%202022%2010:16:28%20GMT	https://demo.yolotheme.com/giraffe/wp-json/wp/v2/pages/4514	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-json/wp/v2/pages/4514.json	(from https://demo.yolotheme.com/giraffe/)
11:16:30	874889/874889	---MCZ	200	added ('OK')	application/json	date:Thu,%2015%20Dec%202022%2010:16:28%20GMT	https://demo.yolotheme.com/giraffe/wp-json/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-json/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:31	870/870	---MCZ	200	added ('OK')	text/xml	date:Thu,%2015%20Dec%202022%2010:16:30%20GMT	https://demo.yolotheme.com/giraffe/xmlrpc.php?rsd	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/xmlrpc0db0.php	(from https://demo.yolotheme.com/giraffe/)
11:16:32	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a85f48-415%22	https://demo.yolotheme.com/giraffe/wp-includes/wlwmanifest.xml	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-includes/wlwmanifest.xml	(from https://demo.yolotheme.com/giraffe/)
11:16:33	4416/4416	---MCZ	200	added ('OK')	application/json	date:Thu,%2015%20Dec%202022%2010:16:32%20GMT	https://demo.yolotheme.com/giraffe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.yolotheme.com%2Fgiraffe%2F	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-json/oembed/1.0/embedbe3b.json	(from https://demo.yolotheme.com/giraffe/)
11:16:34	4143/4143	---MCZ	200	added ('OK')	text/xml	date:Thu,%2015%20Dec%202022%2010:16:33%20GMT	https://demo.yolotheme.com/giraffe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.yolotheme.com%2Fgiraffe%2F&format=xml	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-json/oembed/1.0/embed43cf	(from https://demo.yolotheme.com/giraffe/)
11:16:35	59001/59001	---M--	200	added ('OK')	image/jpeg	etag:%225f0e80ea-e679%22	https://demo.yolotheme.com/giraffe/wp-content/uploads/2020/07/footer-bg-2.jpg?id=4779	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/uploads/2020/07/footer-bg-229f0.jpg	(from https://demo.yolotheme.com/giraffe/)
11:16:35	32400/32400	---M--	200	added ('OK')	image/jpeg	etag:%225f052c51-7e90%22	https://demo.yolotheme.com/giraffe/wp-content/uploads/2020/07/bg-01.jpg?id=4635	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/uploads/2020/07/bg-01eb30.jpg	(from https://demo.yolotheme.com/giraffe/)
11:16:36	1607/1607	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ff29410-647%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/svg/puff.svg	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/svg/puff.svg	(from https://demo.yolotheme.com/giraffe/)
11:16:36	4308/4308	---M--	200	added ('OK')	image/png	etag:%225eb17486-10d4%22	https://demo.yolotheme.com/giraffe/wp-content/uploads/2018/12/logo-header.png	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/uploads/2018/12/logo-header.png	(from https://demo.yolotheme.com/giraffe/)
11:16:39	79011/79011	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Dec%202022%2010:16:37%20GMT	https://demo.yolotheme.com/giraffe/404	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/404	(from https://demo.yolotheme.com/giraffe/)
11:16:41	166277/166277	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:37%20GMT	https://demo.yolotheme.com/giraffe/home-page-2/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/home-page-2/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:42	187437/187437	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:38%20GMT	https://demo.yolotheme.com/giraffe/home-page-3/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/home-page-3/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:42	142928/142928	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:39%20GMT	https://demo.yolotheme.com/giraffe/home-page-4/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/home-page-4/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:43	39081/39081	---M--	200	added ('OK')	image/png	etag:%225f2ad3e5-98a9%22	https://demo.yolotheme.com/giraffe/wp-content/uploads/2020/08/logo.png	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/uploads/2020/08/logo.png	(from https://demo.yolotheme.com/giraffe/)
11:16:46	195797/195797	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:41%20GMT	https://demo.yolotheme.com/giraffe/home-page-5/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/home-page-5/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:47	100009/100009	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:44%20GMT	https://demo.yolotheme.com/giraffe/events/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/events/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:47	216017/216017	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:42%20GMT	https://demo.yolotheme.com/giraffe/home-page-6/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/home-page-6/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:48	200763/200763	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:42%20GMT	https://demo.yolotheme.com/giraffe/home-page-7/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/home-page-7/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:48	2764/2764	---M--	200	added ('OK')	image/png	etag:%225ff29410-acc%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/images/shape/plane.png	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/images/shape/plane.png	(from https://demo.yolotheme.com/giraffe/)
11:16:51	113843/113843	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:48%20GMT	https://demo.yolotheme.com/giraffe/our-events/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/our-events/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:52	114348/114348	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:49%20GMT	https://demo.yolotheme.com/giraffe/our-program/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/our-program/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:53	102106/102106	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:48%20GMT	https://demo.yolotheme.com/giraffe/events/art-program-for-kids/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/events/art-program-for-kids/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:54	112216/112216	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:50%20GMT	https://demo.yolotheme.com/giraffe/classes/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/classes/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:54	1642/1642	---M--	200	added ('OK')	image/png	etag:%225ff29410-66a%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/images/shape/sun.png	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/images/shape/sun.png	(from https://demo.yolotheme.com/giraffe/)
11:16:55	194343/194343	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:52%20GMT	https://demo.yolotheme.com/giraffe/timetable/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/timetable/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:57	125260/125260	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:54%20GMT	https://demo.yolotheme.com/giraffe/our-classes/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/our-classes/index.php	(from https://demo.yolotheme.com/giraffe/)
11:16:59	115133/115133	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:54%20GMT	https://demo.yolotheme.com/giraffe/classes/color-match-class/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/classes/color-match-class/index.php	(from https://demo.yolotheme.com/giraffe/)
11:17:00	104428/104428	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:55%20GMT	https://demo.yolotheme.com/giraffe/teachers/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/teachers/index.php	(from https://demo.yolotheme.com/giraffe/)
11:17:00	129370/129370	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:16:57%20GMT	https://demo.yolotheme.com/giraffe/teachers-classic/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/teachers-classic/index.php	(from https://demo.yolotheme.com/giraffe/)
11:17:00	4011/4011	---M--	200	added ('OK')	image/png	etag:%225ff29410-fab%22	https://demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/images/shape/shape6.png	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/wp-content/themes/yolo-giraffe/assets/images/shape/shape6.png	(from https://demo.yolotheme.com/giraffe/)
11:17:02	107009/107009	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2010:17:00%20GMT	https://demo.yolotheme.com/giraffe/teachers-colors/	C:/Users/USER/Desktop/New%20folder%20(2)/Skudroid/demo.yolotheme.com/giraffe/teachers-colors/index.php	(from https://demo.yolotheme.com/giraffe/)
